,toplam,1.doz,2.doz,3.doz,18üstü,genel,1dozoran,2dozoran,toplamoran,g1dozoran,g2dozoran,gtoplamoran
Çanakkale,8423,1983,4197,2243,437937,541548,0.45%,0.96%,0.01923336004950484,0.37%,0.78%,0.015553561272500314
Çankırı,3414,929,1679,806,151413,192428,0.61%,1.11%,0.022547601592993998,0.48%,0.87%,0.017741700791984536
Çorum,8306,2230,4276,1800,407844,530126,0.55%,1.05%,0.020365629995782702,0.42%,0.81%,0.015667973274278192
Denizli,14516,4071,7896,2549,793926,1040915,0.51%,0.99%,0.01828381990261057,0.39%,0.76%,0.013945423017249247
Diyarbakır,22416,11151,9558,1707,1099830,1783431,1.01%,0.87%,0.02038133166034751,0.63%,0.54%,0.012569031266138135
Edirne,6582,1587,3303,1692,334075,407763,0.48%,0.99%,0.019702162688019158,0.39%,0.81%,0.016141729386923286
Elazığ,7540,2874,3338,1328,432965,587960,0.66%,0.77%,0.017414802582194865,0.49%,0.57%,0.012824001632764134
Erzincan,3554,1142,1641,771,180234,234431,0.63%,0.91%,0.019718809991455553,0.49%,0.70%,0.015160111077459893
Erzurum,8646,3497,3983,1166,526063,758279,0.66%,0.76%,0.01643529387164655,0.46%,0.53%,0.011402135625541522
Eskişehir,10502,2612,5592,2298,698642,888828,0.37%,0.80%,0.015032019260221973,0.29%,0.63%,0.011815559365816559
Gaziantep,28216,9829,16257,2130,1317351,2101157,0.75%,1.23%,0.021418741094818314,0.47%,0.77%,0.013428791851346662
Giresun,8055,2206,4100,1749,359477,448721,0.61%,1.14%,0.02240755319533656,0.49%,0.91%,0.017951020790201482
Gümüşhane,2616,836,1146,634,110911,141702,0.75%,1.03%,0.023586479249127677,0.59%,0.81%,0.018461277893043148
Hakkari,2475,529,1887,59,181606,280514,0.29%,1.04%,0.01362840434787397,0.19%,0.67%,0.008823089043684094
Hatay,21354,7247,12006,2101,1120447,1659320,0.65%,1.07%,0.019058465059034475,0.44%,0.72%,0.012869127112311068
Isparta,7379,2242,3441,1696,342106,440304,0.66%,1.01%,0.02156933815834858,0.51%,0.78%,0.016758875685889747
Mersin,31224,10418,16170,4636,1356886,1868757,0.77%,1.19%,0.023011513126379078,0.56%,0.87%,0.016708432396507412
İstanbul,168972,56120,94027,18825,11520854,15462452,0.49%,0.82%,0.014666621068195117,0.36%,0.61%,0.010927891643576323
İzmir,58584,16092,31614,10878,3429827,4394694,0.47%,0.92%,0.01708074488888215,0.37%,0.72%,0.013330620971562524
Kars,4771,1723,2553,495,194225,284923,0.89%,1.31%,0.024564293988930366,0.60%,0.90%,0.016744874931121742
Kastamonu,4608,1276,2300,1032,302774,376377,0.42%,0.76%,0.015219272460647216,0.34%,0.61%,0.012243043544106042
Kayseri,21405,6805,11560,3040,1016718,1421455,0.67%,1.14%,0.021053035354936175,0.48%,0.81%,0.015058513987428374
Kırklareli,5611,1258,3158,1195,294199,361737,0.43%,1.07%,0.01907212465032172,0.35%,0.87%,0.015511269237042382
Kırşehir,3728,1065,1773,890,185308,243042,0.57%,0.96%,0.020117857836682712,0.44%,0.73%,0.015338912615926466
Kocaeli,26774,8727,14750,3297,1453509,1997258,0.60%,1.01%,0.01842025057980377,0.44%,0.74%,0.013405378774299564
Konya,33905,12021,16301,5583,1611865,2250020,0.75%,1.01%,0.02103463999776656,0.53%,0.72%,0.015068754944400494
Kütahya,8257,2445,4063,1749,454645,576688,0.54%,0.89%,0.018161422648439993,0.42%,0.70%,0.014317967427794578
Malatya,13365,4390,6743,2232,585623,806156,0.75%,1.15%,0.022821849551674028,0.54%,0.84%,0.0165786770798704
Manisa,24676,6865,13829,3982,1101092,1450616,0.62%,1.26%,0.022410479778256494,0.47%,0.95%,0.017010704417985186
Kahramanmaraş,19144,5986,11150,2008,785567,1168163,0.76%,1.42%,0.024369659112462718,0.51%,0.95%,0.016388123917638206
Mardin,11674,5611,5407,656,517582,854716,1.08%,1.04%,0.022554880192896972,0.66%,0.63%,0.013658337974251096
Muğla,15803,4262,8307,3234,787329,1000773,0.54%,1.06%,0.020071660004902653,0.43%,0.83%,0.01579079371645718
Muş,5588,2645,2544,399,244220,411117,1.08%,1.04%,0.022881008926377858,0.64%,0.62%,0.013592237732810854
Nevşehir,5071,1470,2625,976,228791,304962,0.64%,1.15%,0.022164333387239884,0.48%,0.86%,0.01662830123097304
Niğde,7319,2375,3888,1056,260708,362071,0.91%,1.49%,0.028073553554167883,0.66%,1.07%,0.02021426736745003
Ordu,11197,2858,6258,2081,589401,761400,0.48%,1.06%,0.018997253143445633,0.38%,0.82%,0.014705805095876018
Rize,5931,1849,2846,1236,268906,344359,0.69%,1.06%,0.022056034450700243,0.54%,0.83%,0.017223304748823175
Sakarya,15116,4970,7594,2552,777027,1042649,0.64%,0.98%,0.019453635459256886,0.48%,0.73%,0.014497688100213974
Samsun,22319,6898,11583,3838,1030199,1356079,0.67%,1.12%,0.021664746325709888,0.51%,0.85%,0.016458480663737143
Siirt,5039,2741,2074,224,197181,331070,1.39%,1.05%,0.0255552005517773,0.83%,0.63%,0.01522034615036095
Sinop,3218,792,1609,817,172933,216460,0.46%,0.93%,0.018608362776335343,0.37%,0.74%,0.014866488034740829
Sivas,10371,2984,5415,1972,478755,635889,0.62%,1.13%,0.021662436945828242,0.47%,0.85%,0.016309450234238996
Tekirdağ,16248,4519,9203,2526,809854,1081065,0.56%,1.14%,0.020062875530651204,0.42%,0.85%,0.01502962356565054
Tokat,9043,2638,4356,2049,457272,597861,0.58%,0.95%,0.01977597578684022,0.44%,0.73%,0.015125589392852185
Trabzon,10940,3330,5347,2263,621825,811901,0.54%,0.86%,0.017593374341655612,0.41%,0.66%,0.013474549236914353
Tunceli,1324,342,674,308,68980,83443,0.50%,0.98%,0.019193969266454045,0.41%,0.81%,0.01586711887156502
Şanlıurfa,21085,10640,9346,1099,1157716,2115256,0.92%,0.81%,0.018212584087980127,0.50%,0.44%,0.00996806060353924
Uşak,4727,1299,2589,839,286295,369433,0.45%,0.90%,0.016510941511378125,0.35%,0.70%,0.012795283583220773
Van,19750,7397,11151,1202,693216,1149342,1.07%,1.61%,0.028490398375109634,0.64%,0.97%,0.017183745134172423
Yozgat,6915,2151,3268,1496,315031,419095,0.68%,1.04%,0.021950220771924035,0.51%,0.78%,0.016499838938665457
Zonguldak,7789,2159,4060,1570,466537,591204,0.46%,0.87%,0.01669535320885589,0.37%,0.69%,0.013174809372061082
Aksaray,6606,2430,3264,912,299426,423011,0.81%,1.09%,0.022062212366327574,0.57%,0.77%,0.01561661517076388
Bayburt,1882,469,1155,258,62060,81910,0.76%,1.86%,0.03032549145987754,0.57%,1.41%,0.02297643755341228
Karaman,4338,1396,2185,757,188095,254919,0.74%,1.16%,0.02306281400356203,0.55%,0.86%,0.017017170159933155
Kırıkkale,4411,1313,2253,845,214988,278703,0.61%,1.05%,0.020517424228329022,0.47%,0.81%,0.015826883815387705
Batman,7463,3751,3241,471,375020,620278,1.00%,0.86%,0.019900271985494107,0.60%,0.52%,0.012031701914302941
Şırnak,7314,2652,4425,237,307348,537762,0.86%,1.44%,0.02379712898733683,0.49%,0.82%,0.013600812255235588
Bartın,2592,651,1420,521,159253,198979,0.41%,0.89%,0.01627598852140933,0.33%,0.71%,0.013026500283949562
Ardahan,2428,733,1336,359,71678,96161,1.02%,1.86%,0.03387371299422417,0.76%,1.39%,0.025249321450484086
Iğdır,2368,1024,1156,188,130907,201314,0.78%,0.88%,0.01808917781325674,0.51%,0.57%,0.011762718936586626
Yalova,3035,964,1403,668,210810,276050,0.46%,0.67%,0.014396850244295812,0.35%,0.51%,0.010994385075167543
Karabük,3212,870,1675,667,195265,243614,0.45%,0.86%,0.016449440503930556,0.36%,0.69%,0.013184792335415862
Kilis,2436,958,1267,211,94522,142792,1.01%,1.34%,0.025771777998772772,0.67%,0.89%,0.01705977925934226
Osmaniye,9073,3089,4730,1254,378009,548556,0.82%,1.25%,0.024002074024692534,0.56%,0.86%,0.01653978809820693
Düzce,5644,1684,3203,757,298284,395679,0.56%,1.07%,0.018921564683321936,0.43%,0.81%,0.014264087808551882
