,toplam,1.doz,2.doz,3.doz,18üstü,genel,1dozoran,2dozoran,toplamoran,g1dozoran,g2dozoran,gtoplamoran
Isparta,1631,431,517,683,342106,440304,0.13%,0.15%,0.004767528193016199,0.10%,0.12%,0.00370425887568589
Mersin,6615,1679,3099,1837,1356886,1868757,0.12%,0.23%,0.004875133209422162,0.09%,0.17%,0.003539786071704347
İstanbul,24885,7164,10442,7279,11520854,15462452,0.06%,0.09%,0.00215999612528724,0.05%,0.07%,0.0016093825222545557
İzmir,14330,3423,5784,5123,3429827,4394694,0.10%,0.17%,0.004178053295399447,0.08%,0.13%,0.0032607503503088043
Kars,1084,421,466,197,194225,284923,0.22%,0.24%,0.005581155875917106,0.15%,0.16%,0.003804536664291756
Kastamonu,1982,362,770,850,302774,376377,0.12%,0.25%,0.00654613672243984,0.10%,0.20%,0.00526599659384075
Kayseri,5377,1385,2207,1785,1016718,1421455,0.14%,0.22%,0.0052885854288013,0.10%,0.16%,0.003782743737930501
Kırklareli,1158,264,347,547,294199,361737,0.09%,0.12%,0.003936111271622269,0.07%,0.10%,0.003201220776420438
Kırşehir,653,166,143,344,185308,243042,0.09%,0.08%,0.003523862974075593,0.07%,0.06%,0.0026867784168991366
Kocaeli,4945,1438,2052,1455,1453509,1997258,0.10%,0.14%,0.003402111717230509,0.07%,0.10%,0.002475894451292722
Konya,6962,2250,2225,2487,1611865,2250020,0.14%,0.14%,0.004319220282095585,0.10%,0.10%,0.003094194718269171
Kütahya,2076,477,692,907,454645,576688,0.10%,0.15%,0.004566200002199519,0.08%,0.12%,0.0035998668257359264
Malatya,1969,707,631,631,585623,806156,0.12%,0.11%,0.003362231333127285,0.09%,0.08%,0.0024424553064171205
Manisa,5788,1626,1872,2290,1101092,1450616,0.15%,0.17%,0.005256599811823172,0.11%,0.13%,0.003990029063515086
Kahramanmaraş,2439,862,895,682,785567,1168163,0.11%,0.11%,0.003104763820272491,0.07%,0.08%,0.002087893555950668
Mardin,3646,1590,1775,281,517582,854716,0.31%,0.34%,0.007044294430640942,0.19%,0.21%,0.004265744411009037
Muğla,5930,1101,2771,2058,787329,1000773,0.14%,0.35%,0.007531794205471919,0.11%,0.28%,0.005925419650610078
Muş,3108,1231,1653,224,244220,411117,0.50%,0.68%,0.01272623044795676,0.30%,0.40%,0.007559891709659294
Nevşehir,732,156,278,298,228791,304962,0.07%,0.12%,0.003199426550869571,0.05%,0.09%,0.002400299053652586
Niğde,1107,368,337,402,260708,362071,0.14%,0.13%,0.004246129769704037,0.10%,0.09%,0.0030574113916883704
Ordu,2746,587,1051,1108,589401,761400,0.10%,0.18%,0.004658967324453131,0.08%,0.14%,0.003606514315734174
Rize,1231,333,415,483,268906,344359,0.12%,0.15%,0.0045778078585081775,0.10%,0.12%,0.0035747577382905633
Sakarya,3261,905,1263,1093,777027,1042649,0.12%,0.16%,0.004196765363365751,0.09%,0.12%,0.003127610538158095
Samsun,4555,1246,1585,1724,1030199,1356079,0.12%,0.15%,0.004421475850782228,0.09%,0.12%,0.003358948851799932
Siirt,3856,2000,1630,226,197181,331070,1.01%,0.83%,0.019555636699276298,0.60%,0.49%,0.011647083698311536
Sinop,797,154,244,399,172933,216460,0.09%,0.14%,0.004608721296687156,0.07%,0.11%,0.0036819735747944194
Sivas,1575,354,501,720,478755,635889,0.07%,0.10%,0.003289782874330294,0.06%,0.08%,0.002476847374305893
Tekirdağ,4421,783,2427,1211,809854,1081065,0.10%,0.30%,0.005459008660820345,0.07%,0.22%,0.004089485831101737
Tokat,1617,371,482,764,457272,597861,0.08%,0.11%,0.003536188526741196,0.06%,0.08%,0.002704642048904344
Trabzon,2661,705,947,1009,621825,811901,0.11%,0.15%,0.004279339042335062,0.09%,0.12%,0.003277493191903939
Tunceli,743,161,453,129,68980,83443,0.23%,0.66%,0.010771238040011597,0.19%,0.54%,0.008904281964934146
Şanlıurfa,6532,3230,2884,418,1157716,2115256,0.28%,0.25%,0.005642143669086374,0.15%,0.14%,0.00308804229842629
Uşak,1596,330,676,590,286295,369433,0.12%,0.24%,0.005574669484273214,0.09%,0.18%,0.004320133826702
Van,2598,1069,1273,256,693216,1149342,0.15%,0.18%,0.0037477496191663205,0.09%,0.11%,0.0022604237903078458
Yozgat,1184,340,338,506,315031,419095,0.11%,0.11%,0.003758360288352575,0.08%,0.08%,0.002825135112563977
Zonguldak,2037,471,741,825,466537,591204,0.10%,0.16%,0.004366213183520278,0.08%,0.13%,0.003445511194105588
Aksaray,1230,347,506,377,299426,423011,0.12%,0.17%,0.004107859704902046,0.08%,0.12%,0.0029077258038207043
Bayburt,320,102,115,103,62060,81910,0.16%,0.19%,0.00515630035449565,0.12%,0.14%,0.00390672689537297
Karaman,753,178,243,332,188095,254919,0.09%,0.13%,0.004003296206704059,0.07%,0.10%,0.0029538794675955894
Kırıkkale,1171,321,416,434,214988,278703,0.15%,0.19%,0.005446815636221556,0.12%,0.15%,0.004201605293089776
Batman,2209,1005,1027,177,375020,620278,0.27%,0.27%,0.005890352514532559,0.16%,0.17%,0.0035613063819771133
Şırnak,1274,439,804,31,307348,537762,0.14%,0.26%,0.004145138409880657,0.08%,0.15%,0.0023690777704635135
Bartın,796,94,353,349,159253,198979,0.06%,0.22%,0.0049983359811118155,0.05%,0.18%,0.004000422155101794
Ardahan,248,60,93,95,71678,96161,0.08%,0.13%,0.0034599179664611176,0.06%,0.10%,0.0025790081217957382
Iğdır,2514,921,1318,275,130907,201314,0.70%,1.01%,0.01920447340478355,0.46%,0.65%,0.012487954141291713
Yalova,771,215,223,333,210810,276050,0.10%,0.11%,0.003657321758929842,0.08%,0.08%,0.002792972287629053
Karabük,1069,285,431,353,195265,243614,0.15%,0.22%,0.005474611425498681,0.12%,0.18%,0.0043880893544705965
Kilis,614,411,157,46,94522,142792,0.43%,0.17%,0.006495842237785912,0.29%,0.11%,0.004299960782116645
Osmaniye,1531,506,533,492,378009,548556,0.13%,0.14%,0.004050168117690319,0.09%,0.10%,0.0027909639125267066
Düzce,1732,555,491,686,298284,395679,0.19%,0.16%,0.005806546780920197,0.14%,0.12%,0.004377285627996432
