,toplam,1.doz,2.doz,3.doz,18üstü,1dozoran,2dozoran,toplamoran
Gümüşhane,1368,389,523,456,110911,0.35%,0.47%,0.012334213919268602
Hakkari,5235,4454,664,117,181606,2.45%,0.37%,0.028826140105503124
Hatay,15079,6452,6047,2580,1120447,0.58%,0.54%,0.013458021664567802
Isparta,6450,1701,2844,1905,342106,0.50%,0.83%,0.018853805545649593
Mersin,23116,7005,10409,5702,1356886,0.52%,0.77%,0.01703606640498907
İstanbul,153220,39567,91084,22569,11520854,0.34%,0.79%,0.013299361314708094
İzmir,61169,12491,33110,15568,3429827,0.36%,0.97%,0.01783442721746607
Kars,3581,1948,1066,567,194225,1.00%,0.55%,0.018437379328098854
Kastamonu,5019,1117,2237,1665,302774,0.37%,0.74%,0.016576720590275255
Kayseri,14137,4159,6529,3449,1016718,0.41%,0.64%,0.01390454383614729
Kırklareli,5561,1067,2648,1846,294199,0.36%,0.90%,0.018902171659319032
Kırşehir,3047,689,1456,902,185308,0.37%,0.79%,0.016442895071988258
Kocaeli,20448,5398,10930,4120,1453509,0.37%,0.75%,0.014068024346598472
Konya,22190,7010,9257,5923,1611865,0.43%,0.57%,0.013766661600071966
Kütahya,6985,1382,3432,2171,454645,0.30%,0.75%,0.015363635363855316
Malatya,8164,2319,3551,2294,585623,0.40%,0.61%,0.013940709295912217
Manisa,17795,4557,8788,4450,1101092,0.41%,0.80%,0.01616122903444944
Kahramanmaraş,9336,3787,3481,2068,785567,0.48%,0.44%,0.011884409604782278
Mardin,6058,4096,1516,446,517582,0.79%,0.29%,0.011704425578942081
Muğla,18089,3523,8985,5581,787329,0.45%,1.14%,0.022975147619356075
Muş,2551,1683,594,274,244220,0.69%,0.24%,0.010445499959053313
Nevşehir,3392,848,1728,816,228791,0.37%,0.76%,0.01482575800621528
Niğde,3852,1078,1686,1088,260708,0.41%,0.65%,0.014775150743360388
Ordu,10454,2435,4882,3137,589401,0.41%,0.83%,0.017736651278162065
Rize,4124,1022,1806,1296,268906,0.38%,0.67%,0.015336214141744698
Sakarya,9826,2684,4472,2670,777027,0.35%,0.58%,0.012645635222456878
Samsun,13238,4188,5317,3733,1030199,0.41%,0.52%,0.012849944525281038
Siirt,3265,2412,621,232,197181,1.22%,0.31%,0.016558390514299044
Sinop,3456,750,1646,1060,172933,0.43%,0.95%,0.019984618320389978
Sivas,7941,2013,3372,2556,478755,0.42%,0.70%,0.016586771939718647
Tekirdağ,13079,3881,5765,3433,809854,0.48%,0.71%,0.016149824536274438
Tokat,7411,2035,2977,2399,457272,0.45%,0.65%,0.01620698402701237
Trabzon,9597,2475,4285,2837,621825,0.40%,0.69%,0.015433602701724761
Tunceli,1704,400,754,550,68980,0.58%,1.09%,0.024702812409394027
Şanlıurfa,13186,9648,2719,819,1157716,0.83%,0.23%,0.011389667241361439
Uşak,4438,1060,2121,1257,286295,0.37%,0.74%,0.01550149321504043
Van,8084,5433,1935,716,693216,0.78%,0.28%,0.011661588884272723
Yozgat,4410,1265,1857,1288,315031,0.40%,0.59%,0.013998622357799709
Zonguldak,6745,1606,3228,1911,466537,0.34%,0.69%,0.014457588572824878
Aksaray,3635,1319,1406,910,299426,0.44%,0.47%,0.012139894331153608
Bayburt,793,218,309,266,62060,0.35%,0.50%,0.012777956815984532
Karaman,3124,913,1186,1025,188095,0.49%,0.63%,0.016608628618517238
Kırıkkale,3065,863,1267,935,214988,0.40%,0.59%,0.014256609671237465
Batman,3700,2262,1048,390,375020,0.60%,0.28%,0.009866140472508132
Şırnak,6354,5339,844,171,307348,1.74%,0.27%,0.020673633796217967
Bartın,2513,600,984,929,159253,0.38%,0.62%,0.01577992251323366
Ardahan,1672,639,568,465,71678,0.89%,0.79%,0.02332654370936689
Iğdır,1613,914,501,198,130907,0.70%,0.38%,0.01232172458310098
Yalova,4225,854,2198,1173,210810,0.41%,1.04%,0.020041743750296475
Karabük,2676,633,1172,871,195265,0.32%,0.60%,0.013704452922950862
Kilis,1255,570,500,185,94522,0.60%,0.53%,0.013277332261272508
Osmaniye,6477,2424,2485,1568,378009,0.64%,0.66%,0.017134512670333245
Düzce,3373,946,1411,1016,298284,0.32%,0.47%,0.011308015180163871
