,toplam,1.doz,2.doz,3.doz,18üstü,1dozoran,2dozoran,toplamoran
Karaman,1385,248,920,217,188095,0.13%,0.49%,0.007363300459874
Kırıkkale,1182,217,786,179,214988,0.10%,0.37%,0.0054979812826762425
Batman,1458,572,799,87,375020,0.15%,0.21%,0.0038877926510586104
Şırnak,693,306,359,28,307348,0.10%,0.12%,0.0022547730910889283
Bartın,1196,214,808,174,159253,0.13%,0.51%,0.007510062604786095
Ardahan,222,44,144,34,71678,0.06%,0.20%,0.0030971846312676135
Iğdır,520,184,266,70,130907,0.14%,0.20%,0.003972285668451649
Yalova,2962,509,1780,673,210810,0.24%,0.84%,0.014050566861154594
Karabük,1694,248,1128,318,195265,0.13%,0.58%,0.00867538985481269
Kilis,550,154,347,49,94522,0.16%,0.37%,0.005818751190199107
Osmaniye,2528,504,1680,344,378009,0.13%,0.44%,0.006687671457557889
Düzce,2196,341,1621,234,298284,0.11%,0.54%,0.007362111276501589
