,toplam,1.doz,2.doz,3.doz,18üstü,1dozoran,2dozoran,toplamoran
Trabzon,6249,1012,4515,722,621825,0.16%,0.73%,0.010049451212157761
Tunceli,576,84,406,86,68980,0.12%,0.59%,0.008350246448245868
Şanlıurfa,4265,1898,2203,164,1157716,0.16%,0.19%,0.0036839777631128877
Uşak,2266,330,1815,121,286295,0.12%,0.63%,0.007914912939450567
Van,4665,2040,2342,283,693216,0.29%,0.34%,0.0067295042237917185
Yozgat,1597,289,1126,182,315031,0.09%,0.36%,0.005069342382178262
Zonguldak,5907,894,4471,542,466537,0.19%,0.96%,0.012661375196393855
Aksaray,2090,432,1480,178,299426,0.14%,0.49%,0.00698002177499616
Bayburt,415,113,244,58,62060,0.18%,0.39%,0.0066870770222365455
Karaman,1220,256,859,105,188095,0.14%,0.46%,0.0064860841596002024
Kırıkkale,1451,235,1050,166,214988,0.11%,0.49%,0.00674921390961356
Batman,3199,1735,1242,222,375020,0.46%,0.33%,0.008530211722041492
Şırnak,6512,4904,1511,97,307348,1.60%,0.49%,0.021187709046422948
Bartın,1767,268,1291,208,159253,0.17%,0.81%,0.011095552360081128
Ardahan,556,135,368,53,71678,0.19%,0.51%,0.007756912860291861
Iğdır,636,267,337,32,130907,0.20%,0.26%,0.004858410932952402
Yalova,3602,404,2838,360,210810,0.19%,1.35%,0.017086475973625538
Karabük,2096,320,1496,280,195265,0.16%,0.77%,0.01073413054054746
Kilis,578,141,409,28,94522,0.15%,0.43%,0.006114978523518335
Osmaniye,2723,617,1877,229,378009,0.16%,0.50%,0.007203532191032489
Düzce,2200,264,1807,129,298284,0.09%,0.61%,0.007375521315256601
