,toplam,1.doz,2.doz,3.doz,18üstü,genel,1dozoran,2dozoran,toplamoran,g1dozoran,g2dozoran,gtoplamoran
Giresun,3657,733,1657,1267,359477,448721,0.20%,0.46%,0.010173112605257082,0.16%,0.37%,0.008149830295439706
Gümüşhane,1262,328,552,382,110911,141702,0.30%,0.50%,0.011378492665290188,0.23%,0.39%,0.008906014029442069
Hakkari,2852,2199,603,50,181606,280514,1.21%,0.33%,0.015704326949550124,0.78%,0.21%,0.010167050485893753
Hatay,7596,2059,4634,903,1120447,1659320,0.18%,0.41%,0.006779437135357585,0.12%,0.28%,0.004577778849167128
Isparta,3674,733,1905,1036,342106,440304,0.21%,0.56%,0.010739361484452188,0.17%,0.43%,0.00834423489225626
Mersin,12559,2937,6855,2767,1356886,1868757,0.22%,0.51%,0.009255751772809212,0.16%,0.37%,0.0067205099432403465
İstanbul,120267,28564,72562,19141,11520854,15462452,0.25%,0.63%,0.010439069881451497,0.18%,0.47%,0.007778003126541638
İzmir,49549,9695,28055,11799,3429827,4394694,0.28%,0.82%,0.014446501237525975,0.22%,0.64%,0.011274732666256171
Kars,2847,866,1673,308,194225,284923,0.45%,0.86%,0.014658257175955721,0.30%,0.59%,0.009992173324020876
Kastamonu,3611,644,1768,1199,302774,376377,0.21%,0.58%,0.011926387338410827,0.17%,0.47%,0.009594103784237612
Kayseri,10175,2439,5719,2017,1016718,1421455,0.24%,0.56%,0.010007691414925279,0.17%,0.40%,0.007158158365899729
Kırklareli,3261,543,1771,947,294199,361737,0.18%,0.60%,0.011084334073195354,0.15%,0.49%,0.009014836746033721
Kırşehir,2016,364,1194,458,185308,243042,0.20%,0.64%,0.010879184924558033,0.15%,0.49%,0.008294862616337917
Kocaeli,9102,2395,4634,2073,1453509,1997258,0.16%,0.32%,0.006262087128459473,0.12%,0.23%,0.004557247986990164
Konya,16757,4662,8318,3777,1611865,2250020,0.29%,0.52%,0.010396031925750606,0.21%,0.37%,0.007447489355650172
Kütahya,4617,971,2455,1191,454645,576688,0.21%,0.54%,0.010155176016452397,0.17%,0.43%,0.008006062203479178
Malatya,4262,1150,2102,1010,585623,806156,0.20%,0.36%,0.0072777196250830315,0.14%,0.26%,0.0052868179359826135
Manisa,11800,2863,5813,3124,1101092,1450616,0.26%,0.53%,0.01071663403239693,0.20%,0.40%,0.00813447528498238
Kahramanmaraş,5597,1472,3237,888,785567,1168163,0.19%,0.41%,0.0071247901197479015,0.13%,0.28%,0.0047912834082229966
Mardin,7342,3122,3770,450,517582,854716,0.60%,0.73%,0.014185191911619802,0.37%,0.44%,0.008589987785416442
Muğla,9352,1616,5114,2622,787329,1000773,0.21%,0.65%,0.011878134807685225,0.16%,0.51%,0.00934477648777495
Muş,1595,634,808,153,244220,411117,0.26%,0.33%,0.006530996642371632,0.15%,0.20%,0.0038796741560188463
Nevşehir,1932,417,1023,492,228791,304962,0.18%,0.45%,0.008444388109672147,0.14%,0.34%,0.006335215535050269
Niğde,2230,617,984,629,260708,362071,0.24%,0.38%,0.008553630882059623,0.17%,0.27%,0.006159013011260222
Ordu,7124,1369,3768,1987,589401,761400,0.23%,0.64%,0.012086847494320504,0.18%,0.49%,0.00935644864722879
Rize,2289,511,1147,631,268906,344359,0.19%,0.43%,0.008512268227559072,0.15%,0.33%,0.006647132788746628
Sakarya,7938,2014,4117,1807,777027,1042649,0.26%,0.53%,0.01021586122489952,0.19%,0.39%,0.007613300353234886
Samsun,9988,2304,5233,2451,1030199,1356079,0.22%,0.51%,0.009695214225601073,0.17%,0.39%,0.007365352608513221
Siirt,4263,2281,1762,220,197181,331070,1.16%,0.89%,0.021619730095698876,0.69%,0.53%,0.012876430966260911
Sinop,1998,391,910,697,172933,216460,0.23%,0.53%,0.011553607466475456,0.18%,0.42%,0.00923034278850596
Sivas,4670,1001,2383,1286,478755,635889,0.21%,0.50%,0.009754467316268237,0.16%,0.37%,0.00734404904000541
Tekirdağ,11775,2320,6979,2476,809854,1081065,0.29%,0.86%,0.014539657765473777,0.21%,0.65%,0.010892037019050659
Tokat,3893,867,2017,1009,457272,597861,0.19%,0.44%,0.008513532427089347,0.15%,0.34%,0.006511546998382568
Trabzon,5966,1276,3129,1561,621825,811901,0.21%,0.50%,0.00959433924335625,0.16%,0.39%,0.007348186539984555
Tunceli,673,154,339,180,68980,83443,0.22%,0.49%,0.009756451145259495,0.18%,0.41%,0.008065385952087053
Şanlıurfa,5826,2858,2550,418,1157716,2115256,0.25%,0.22%,0.005032322262109187,0.14%,0.12%,0.002754276550923387
Uşak,3348,688,1906,754,286295,369433,0.24%,0.67%,0.011694231474528022,0.19%,0.52%,0.009062536373307202
Van,2259,841,1169,249,693216,1149342,0.12%,0.17%,0.0032587245533859575,0.07%,0.10%,0.0019654724181314177
Yozgat,2923,663,1443,817,315031,419095,0.21%,0.46%,0.009278451961870418,0.16%,0.34%,0.006974552309142319
Zonguldak,5493,930,3177,1386,466537,591204,0.20%,0.68%,0.011773985771760868,0.16%,0.54%,0.009291209125783993
Aksaray,2531,677,1377,477,299426,423011,0.23%,0.46%,0.008452839766753721,0.16%,0.33%,0.0059832959426587016
Bayburt,570,151,280,139,62060,81910,0.24%,0.45%,0.009184660006445376,0.18%,0.34%,0.006958857282383104
Karaman,1875,408,994,473,188095,254919,0.22%,0.53%,0.009968367048565885,0.16%,0.39%,0.0073552775587539575
Kırıkkale,2374,501,1253,620,214988,278703,0.23%,0.58%,0.011042476789402199,0.18%,0.45%,0.008518028151831879
Batman,1802,827,811,164,375020,620278,0.22%,0.22%,0.0048050770625566635,0.13%,0.13%,0.002905148981585676
Şırnak,1228,504,653,71,307348,537762,0.16%,0.21%,0.0039954709319728774,0.09%,0.12%,0.0022835380707450508
Bartın,1877,315,1134,428,159253,198979,0.20%,0.71%,0.011786277181591556,0.16%,0.57%,0.009433156262721192
Ardahan,366,69,178,119,71678,96161,0.10%,0.25%,0.005106169256954714,0.07%,0.19%,0.003806116824908227
Iğdır,1421,591,657,173,130907,201314,0.45%,0.50%,0.010855034490134217,0.29%,0.33%,0.007058624834835133
Yalova,2379,548,1128,703,210810,276050,0.26%,0.54%,0.011285043404013092,0.20%,0.41%,0.008618003984785365
Karabük,2118,452,1032,634,195265,243614,0.23%,0.53%,0.010846797941259314,0.19%,0.42%,0.008694081620924906
Kilis,847,329,429,89,94522,142792,0.35%,0.45%,0.008960876832906625,0.23%,0.30%,0.005931704857414981
Osmaniye,3804,982,1984,838,378009,548556,0.26%,0.52%,0.010063252462242963,0.18%,0.36%,0.0069345700347822285
Düzce,2949,641,1691,617,298284,395679,0.21%,0.57%,0.009886551072132599,0.16%,0.43%,0.007453011152980067
