,toplam,1.doz,2.doz,3.doz,18üstü,1dozoran,2dozoran,toplamoran
Niğde,1311,452,400,459,260708,0.17%,0.15%,0.005028614388511285
Ordu,4829,1570,1399,1860,589401,0.27%,0.24%,0.008193063805456726
Rize,1295,434,357,504,268906,0.16%,0.13%,0.004815809241891219
Sakarya,4085,1530,1052,1503,777027,0.20%,0.14%,0.005257217574164089
Samsun,7102,2990,1571,2541,1030199,0.29%,0.15%,0.006893813719485264
Siirt,375,193,134,48,197181,0.10%,0.07%,0.001901805954934806
Sinop,1353,359,296,698,172933,0.21%,0.17%,0.007823839290361007
Sivas,2702,841,570,1291,478755,0.18%,0.12%,0.00564380528662886
Tekirdağ,6324,2898,1391,2035,809854,0.36%,0.17%,0.0078088149221958525
Tokat,2934,929,892,1113,457272,0.20%,0.20%,0.00641631239174933
Trabzon,3695,1171,1051,1473,621825,0.19%,0.17%,0.005942186306436698
Tunceli,296,54,151,91,68980,0.08%,0.22%,0.00429109886923746
Şanlıurfa,6437,5097,818,522,1157716,0.44%,0.07%,0.005560085547750917
Uşak,1419,590,417,412,286295,0.21%,0.15%,0.0049564260640248695
Van,4372,3101,847,424,693216,0.45%,0.12%,0.0063068365415685735
Yozgat,1133,444,303,386,315031,0.14%,0.10%,0.003596471458364415
Zonguldak,3560,1172,1163,1225,466537,0.25%,0.25%,0.007630691670757089
Aksaray,1083,479,354,250,299426,0.16%,0.12%,0.003616920374316192
Bayburt,209,95,62,52,62060,0.15%,0.10%,0.003367708669029971
Karaman,738,312,221,205,188095,0.17%,0.12%,0.003923549270315532
Kırıkkale,816,253,307,256,214988,0.12%,0.14%,0.0037955606824566952
Batman,1563,1047,326,190,375020,0.28%,0.09%,0.004167777718521679
Şırnak,2715,2022,560,133,307348,0.66%,0.18%,0.008833634837383031
Bartın,939,323,252,364,159253,0.20%,0.16%,0.005896278249075371
Ardahan,166,61,45,60,71678,0.09%,0.06%,0.0023159128323892966
Iğdır,449,250,117,82,130907,0.19%,0.09%,0.0034299158944899816
Yalova,2579,625,581,1373,210810,0.30%,0.28%,0.012233765001660263
Karabük,1204,438,360,406,195265,0.22%,0.18%,0.006165979566230507
Kilis,493,303,113,77,94522,0.32%,0.12%,0.005215716975942109
Osmaniye,1794,704,555,535,378009,0.19%,0.15%,0.004745918747966318
Düzce,1265,555,325,385,298284,0.19%,0.11%,0.0042409247562725455
