,toplam,1.doz,2.doz,3.doz,18üstü,genel,1dozoran,2dozoran,toplamoran,g1dozoran,g2dozoran,gtoplamoran
Kırşehir,4937,1253,2667,1017,185308,243042,0.68%,1.44%,0.026642130938761412,0.52%,1.10%,0.02031336147661721
Kocaeli,28555,8030,16521,4004,1453509,1997258,0.55%,1.14%,0.019645561190195587,0.40%,0.83%,0.014297101325917834
Konya,38382,12046,20181,6155,1611865,2250020,0.75%,1.25%,0.023812167892472383,0.54%,0.90%,0.017058515035421908
Kütahya,11746,2802,6713,2231,454645,576688,0.62%,1.48%,0.02583554201629843,0.49%,1.16%,0.0203680326276947
Malatya,15790,4607,8476,2707,585623,806156,0.79%,1.45%,0.026962738826856184,0.57%,1.05%,0.01958677972997782
Manisa,37431,8970,22828,5633,1101092,1450616,0.81%,2.07%,0.033994434615817755,0.62%,1.57%,0.02580352071120131
Kahramanmaraş,24916,6885,15406,2625,785567,1168163,0.88%,1.96%,0.03171721826400549,0.59%,1.32%,0.02132921518657927
Mardin,13205,5942,6493,770,517582,854716,1.15%,1.25%,0.025512865594244004,0.70%,0.76%,0.015449576233509142
Muğla,22500,4965,13183,4352,787329,1000773,0.63%,1.67%,0.028577634000525827,0.50%,1.32%,0.022482620934018004
Muş,8379,3435,4342,602,244220,411117,1.41%,1.78%,0.03430922938334289,0.84%,1.06%,0.02038105940644634
Nevşehir,5329,1305,2992,1032,228791,304962,0.57%,1.31%,0.023292000122382438,0.43%,0.98%,0.017474308274473542
Niğde,8103,2203,4632,1268,260708,362071,0.85%,1.78%,0.031080749344093776,0.61%,1.28%,0.02237958853374062
Ordu,13474,3322,7776,2376,589401,761400,0.56%,1.32%,0.022860497352396755,0.44%,1.02%,0.017696348831100606
Rize,7864,2108,4291,1465,268906,344359,0.78%,1.60%,0.02924441998319115,0.61%,1.25%,0.02283663270017627
Sakarya,17289,5107,9374,2808,777027,1042649,0.66%,1.21%,0.02225019207826755,0.49%,0.90%,0.016581802696784824
Samsun,22787,6204,12658,3925,1030199,1356079,0.60%,1.23%,0.022119027488863803,0.46%,0.93%,0.016803593300980253
Siirt,6071,3346,2490,235,197181,331070,1.70%,1.26%,0.030788970539757887,1.01%,0.75%,0.018337511704473373
Sinop,4970,1054,2829,1087,172933,216460,0.61%,1.64%,0.028739454008199706,0.49%,1.31%,0.02296036219162894
Sivas,13395,3342,7625,2428,478755,635889,0.70%,1.59%,0.027978820064542408,0.53%,1.20%,0.021064997192906307
Tekirdağ,17952,4299,10610,3043,809854,1081065,0.53%,1.31%,0.02216695848881403,0.40%,0.98%,0.016605847011974303
Tokat,12265,3084,6646,2535,457272,597861,0.67%,1.45%,0.026822110253853285,0.52%,1.11%,0.020514801935566963
Trabzon,12181,3252,6571,2358,621825,811901,0.52%,1.06%,0.019589112692477786,0.40%,0.81%,0.015003060717993942
Tunceli,2151,499,1226,426,68980,83443,0.72%,1.78%,0.031182951580168164,0.60%,1.47%,0.02577807605191568
Şanlıurfa,25778,11501,12935,1342,1157716,2115256,0.99%,1.12%,0.022266255281951704,0.54%,0.61%,0.012186704588002587
Uşak,6182,1507,3666,1009,286295,369433,0.53%,1.28%,0.021593111999860283,0.41%,0.99%,0.016733751451548724
Van,17403,5721,10651,1031,693216,1149342,0.83%,1.54%,0.025104729261875087,0.50%,0.93%,0.0151417071681014
Yozgat,9101,2365,4847,1889,315031,419095,0.75%,1.54%,0.028889220425926336,0.56%,1.16%,0.021715840083990502
Zonguldak,10291,2305,6072,1914,466537,591204,0.49%,1.30%,0.0220582719055509,0.39%,1.03%,0.017406851103849093
Aksaray,8489,2582,4800,1107,299426,423011,0.86%,1.60%,0.028350911410498756,0.61%,1.13%,0.020068036055799966
Bayburt,1672,508,840,324,62060,81910,0.82%,1.35%,0.026941669352239767,0.62%,1.03%,0.02041264802832377
Karaman,5260,1433,2965,862,188095,254919,0.76%,1.58%,0.027964592360243495,0.56%,1.16%,0.0206340053114911
Kırıkkale,5652,1435,3310,907,214988,278703,0.67%,1.54%,0.02628983943289858,0.51%,1.19%,0.020279652533341946
Batman,9853,4617,4575,661,375020,620278,1.23%,1.22%,0.026273265425843954,0.74%,0.74%,0.015884812938714576
Şırnak,9328,3122,5932,274,307348,537762,1.02%,1.93%,0.030349961607038276,0.58%,1.10%,0.017345963455952632
Bartın,3206,704,1869,633,159253,198979,0.44%,1.17%,0.020131488888749348,0.35%,0.94%,0.01611225305182959
Ardahan,2340,698,1334,308,71678,96161,0.97%,1.86%,0.03264600016741539,0.73%,1.39%,0.024334189536298498
Iğdır,3481,1153,2058,270,130907,201314,0.88%,1.57%,0.026591396945923444,0.57%,1.02%,0.017291395531358972
Yalova,5419,1607,2579,1233,210810,276050,0.76%,1.22%,0.02570561168825008,0.58%,0.93%,0.01963050172070277
Karabük,4337,1031,2523,783,195265,243614,0.53%,1.29%,0.02221084167669577,0.42%,1.04%,0.017802753536332067
Kilis,3120,1139,1739,242,94522,142792,1.21%,1.84%,0.03300818856985675,0.80%,1.22%,0.021849963583394028
Osmaniye,13752,3961,7928,1863,378009,548556,1.05%,2.10%,0.03638008618842409,0.72%,1.45%,0.02506945507842408
Düzce,6990,1846,4065,1079,298284,395679,0.62%,1.36%,0.023434042724383472,0.47%,1.03%,0.01766583518458144
